,date,open,high,low,close,volume,oi
0,2022-05-06 09:43:00+05:30,78.0,78.0,78.0,78.0,0,0
1,2022-05-06 09:44:00+05:30,78.0,78.0,78.0,78.0,0,0
2,2022-05-06 09:45:00+05:30,78.0,78.0,78.0,78.0,0,0
3,2022-05-06 09:46:00+05:30,78.0,78.0,78.0,78.0,0,0
4,2022-05-06 09:47:00+05:30,78.0,78.0,78.0,78.0,0,0
5,2022-05-06 09:48:00+05:30,78.0,78.0,78.0,78.0,0,0
6,2022-05-06 09:49:00+05:30,78.0,78.0,78.0,78.0,0,0
7,2022-05-06 09:50:00+05:30,78.0,78.0,78.0,78.0,0,0
8,2022-05-06 09:51:00+05:30,78.0,78.0,78.0,78.0,0,0
9,2022-05-06 09:52:00+05:30,78.0,78.0,78.0,78.0,0,0
10,2022-05-06 09:53:00+05:30,78.0,78.0,78.0,78.0,0,0
11,2022-05-06 09:54:00+05:30,78.0,78.0,78.0,78.0,0,0
12,2022-05-06 09:55:00+05:30,78.0,82.9,78.0,82.9,50,50
13,2022-05-06 09:56:00+05:30,82.9,82.9,82.9,82.9,0,50
14,2022-05-06 09:57:00+05:30,82.9,82.9,82.9,82.9,0,50
15,2022-05-06 09:58:00+05:30,82.9,82.9,82.9,82.9,0,50
16,2022-05-06 09:59:00+05:30,82.9,82.9,82.9,82.9,0,50
17,2022-05-06 10:00:00+05:30,82.9,82.9,82.9,82.9,0,50
18,2022-05-06 10:01:00+05:30,82.9,82.9,82.9,82.9,0,50
19,2022-05-06 10:02:00+05:30,82.9,82.9,82.9,82.9,0,50
20,2022-05-06 10:03:00+05:30,82.9,92.0,82.9,92.0,150,100
21,2022-05-06 10:04:00+05:30,92.0,92.0,92.0,92.0,0,100
22,2022-05-06 10:05:00+05:30,92.0,92.0,92.0,92.0,0,100
23,2022-05-06 10:06:00+05:30,92.0,92.0,92.0,92.0,0,100
24,2022-05-06 10:07:00+05:30,92.0,92.0,86.0,86.0,50,250
25,2022-05-06 10:08:00+05:30,86.0,86.0,86.0,86.0,0,250
26,2022-05-06 10:09:00+05:30,86.0,86.0,86.0,86.0,0,250
27,2022-05-06 10:10:00+05:30,86.0,86.0,86.0,86.0,0,250
28,2022-05-06 10:11:00+05:30,86.0,86.0,86.0,86.0,0,250
29,2022-05-06 10:12:00+05:30,86.0,86.0,86.0,86.0,0,250
30,2022-05-06 10:13:00+05:30,86.0,86.0,86.0,86.0,0,250
31,2022-05-06 10:14:00+05:30,86.0,86.0,86.0,86.0,0,250
32,2022-05-06 10:15:00+05:30,86.0,86.0,86.0,86.0,0,250
33,2022-05-06 10:16:00+05:30,86.0,86.0,86.0,86.0,0,250
34,2022-05-06 10:17:00+05:30,86.0,86.0,86.0,86.0,0,250
35,2022-05-06 10:18:00+05:30,86.0,86.0,86.0,86.0,0,250
36,2022-05-06 10:19:00+05:30,86.0,103.0,86.0,103.0,1000,250
37,2022-05-06 10:20:00+05:30,103.0,103.0,103.0,103.0,0,250
38,2022-05-06 10:21:00+05:30,103.0,103.0,103.0,103.0,0,250
39,2022-05-06 10:22:00+05:30,103.0,103.0,103.0,103.0,0,250
40,2022-05-06 10:23:00+05:30,103.0,103.0,103.0,103.0,0,250
41,2022-05-06 10:24:00+05:30,103.0,103.0,103.0,103.0,0,250
42,2022-05-06 10:25:00+05:30,103.0,103.0,102.3,102.3,150,1250
43,2022-05-06 10:26:00+05:30,102.3,102.3,102.3,102.3,0,1250
44,2022-05-06 10:27:00+05:30,102.3,102.3,102.3,102.3,0,1250
45,2022-05-06 10:28:00+05:30,102.3,102.3,102.3,102.3,0,1250
46,2022-05-06 10:29:00+05:30,102.3,102.3,94.95,94.95,50,1400
