date,open,high,low,close,volume,oi
2022-06-10 09:15:00+05:30,46.1,46.1,46.1,46.1,0,0
2022-06-10 09:17:00+05:30,46.1,46.9,45.05,46.9,450,46250
2022-06-10 09:18:00+05:30,46.9,47.2,46.9,47.0,300,46250
2022-06-10 09:19:00+05:30,47.0,47.0,47.0,47.0,0,46250
2022-06-10 09:20:00+05:30,47.0,47.0,47.0,47.0,0,46250
2022-06-10 09:21:00+05:30,47.0,47.0,47.0,47.0,0,46250
2022-06-10 09:22:00+05:30,47.0,47.0,47.0,47.0,0,46250
2022-06-10 09:23:00+05:30,47.0,47.0,47.0,47.0,0,46250
2022-06-10 09:24:00+05:30,47.0,47.0,47.0,47.0,0,46250
2022-06-10 09:25:00+05:30,47.0,47.0,44.25,44.25,100,46250
2022-06-10 09:26:00+05:30,44.25,44.25,44.25,44.25,0,46250
2022-06-10 09:27:00+05:30,44.25,44.25,44.25,44.25,0,46250
2022-06-10 09:28:00+05:30,44.25,44.25,44.25,44.25,0,46250
2022-06-10 09:29:00+05:30,44.25,48.4,44.25,48.4,200,46250
2022-06-10 09:30:00+05:30,48.4,48.4,48.4,48.4,0,46250
2022-06-10 09:31:00+05:30,48.4,48.4,48.4,48.4,0,46250
2022-06-10 09:32:00+05:30,48.4,48.4,48.4,48.4,0,46250
2022-06-10 09:33:00+05:30,48.4,48.4,48.4,48.4,0,46250
2022-06-10 09:34:00+05:30,48.4,48.4,48.4,48.4,0,46250
2022-06-10 09:35:00+05:30,48.4,48.4,47.45,47.45,50,46200
2022-06-10 09:36:00+05:30,47.45,47.45,47.45,47.45,0,46200
2022-06-10 09:37:00+05:30,47.45,47.45,47.45,47.45,0,46200
2022-06-10 09:38:00+05:30,47.45,47.45,47.45,47.45,0,46200
2022-06-10 09:39:00+05:30,47.45,47.45,47.45,47.45,0,46200
2022-06-10 09:40:00+05:30,46.0,47.45,46.0,46.0,100,46150
2022-06-10 09:41:00+05:30,46.0,46.0,46.0,46.0,0,46150
2022-06-10 09:42:00+05:30,46.0,46.65,46.0,46.65,50,46050
2022-06-10 09:43:00+05:30,46.65,46.65,46.65,46.65,0,46050
2022-06-10 09:44:00+05:30,46.65,46.65,46.65,46.65,0,46050
2022-06-10 09:45:00+05:30,46.65,46.65,46.65,46.65,0,46050
2022-06-10 09:46:00+05:30,46.65,46.65,46.65,46.65,0,46050
2022-06-10 09:47:00+05:30,46.65,46.65,46.65,46.65,0,46050
2022-06-10 09:48:00+05:30,46.65,46.65,46.45,46.45,50,46000
2022-06-10 09:49:00+05:30,46.45,46.45,46.45,46.45,0,46000
2022-06-10 09:50:00+05:30,46.45,46.45,46.45,46.45,0,46000
2022-06-10 09:51:00+05:30,46.45,46.45,46.45,46.45,0,46000
2022-06-10 09:52:00+05:30,46.45,46.45,46.45,46.45,0,46000
2022-06-10 09:53:00+05:30,46.45,46.45,46.45,46.45,0,46000
2022-06-10 09:54:00+05:30,46.45,46.45,46.45,46.45,0,46000
2022-06-10 09:55:00+05:30,46.45,46.45,46.45,46.45,0,46000
2022-06-10 09:56:00+05:30,46.45,46.45,46.45,46.45,0,46000
2022-06-10 09:57:00+05:30,46.45,46.45,46.45,46.45,0,46000
2022-06-10 09:58:00+05:30,46.45,46.45,46.45,46.45,0,46000
2022-06-10 09:59:00+05:30,46.45,48.1,46.45,48.1,150,46000
2022-06-10 10:00:00+05:30,48.1,48.3,47.8,47.8,400,46000
2022-06-10 10:01:00+05:30,47.8,47.8,47.8,47.8,0,46000
2022-06-10 10:02:00+05:30,47.8,47.8,47.8,47.8,0,46000
2022-06-10 10:03:00+05:30,47.8,47.8,47.8,47.8,0,46000
2022-06-10 10:04:00+05:30,47.8,47.8,47.8,47.8,0,46000
2022-06-10 10:05:00+05:30,47.8,47.8,47.8,47.8,0,46000
2022-06-10 10:06:00+05:30,47.8,50.9,47.8,50.05,650,46000
2022-06-10 10:07:00+05:30,50.05,50.05,50.05,50.05,0,46000
2022-06-10 10:08:00+05:30,50.05,50.05,49.25,49.25,0,46100
2022-06-10 10:09:00+05:30,49.25,49.85,49.25,49.85,200,46100
2022-06-10 10:10:00+05:30,49.85,49.85,49.85,49.85,0,46100
2022-06-10 10:11:00+05:30,49.85,49.85,49.85,49.85,0,46100
2022-06-10 10:12:00+05:30,49.85,49.85,49.85,49.85,0,46100
2022-06-10 10:13:00+05:30,49.85,49.85,49.1,49.2,100,46100
2022-06-10 10:14:00+05:30,49.2,49.2,49.2,49.2,0,46100
2022-06-10 10:15:00+05:30,49.2,49.2,48.7,48.7,50,46150
2022-06-10 10:16:00+05:30,48.7,48.7,48.7,48.7,0,46150
2022-06-10 10:17:00+05:30,48.7,48.7,48.1,48.1,300,46150
2022-06-10 10:18:00+05:30,48.1,48.1,48.1,48.1,0,46150
2022-06-10 10:19:00+05:30,48.1,48.1,48.1,48.1,0,46150
2022-06-10 10:20:00+05:30,48.1,48.1,46.45,46.45,50,46000
2022-06-10 10:21:00+05:30,46.45,46.45,46.35,46.35,150,46000
2022-06-10 10:22:00+05:30,46.35,46.35,46.35,46.35,0,46000
2022-06-10 10:23:00+05:30,46.35,46.35,46.35,46.35,0,46000
2022-06-10 10:24:00+05:30,46.35,48.5,46.35,48.5,400,45950
2022-06-10 10:25:00+05:30,48.5,48.5,48.5,48.5,0,45950
2022-06-10 10:26:00+05:30,48.5,48.5,48.5,48.5,0,45950
2022-06-10 10:27:00+05:30,48.5,48.5,48.5,48.5,0,45950
2022-06-10 10:28:00+05:30,48.5,48.5,48.5,48.5,0,45950
2022-06-10 10:29:00+05:30,48.5,48.5,46.45,46.45,50,45850
2022-06-10 10:30:00+05:30,46.45,46.45,46.45,46.45,0,45850
2022-06-10 10:31:00+05:30,46.45,46.45,46.45,46.45,0,45850
2022-06-10 10:32:00+05:30,46.45,46.45,46.45,46.45,0,45850
2022-06-10 10:33:00+05:30,46.45,46.45,46.45,46.45,0,45850
2022-06-10 10:34:00+05:30,46.45,46.45,44.3,44.3,50,45900
2022-06-10 10:35:00+05:30,44.3,44.3,44.3,44.3,0,45900
2022-06-10 10:36:00+05:30,44.3,44.3,44.3,44.3,0,45900
2022-06-10 10:37:00+05:30,44.3,45.3,44.3,45.3,300,45850
2022-06-10 10:38:00+05:30,45.3,45.3,45.3,45.3,0,45850
2022-06-10 10:39:00+05:30,45.3,45.3,45.3,45.3,0,45850
2022-06-10 10:40:00+05:30,45.3,45.3,45.3,45.3,0,45850
2022-06-10 10:41:00+05:30,45.3,45.3,45.3,45.3,0,45850
2022-06-10 10:42:00+05:30,45.3,45.3,44.85,44.85,100,45850
2022-06-10 10:43:00+05:30,44.85,44.85,44.85,44.85,0,45850
2022-06-10 10:44:00+05:30,44.85,45.3,44.85,45.3,200,45850
2022-06-10 10:45:00+05:30,45.3,45.3,45.3,45.3,0,45850
2022-06-10 10:46:00+05:30,45.3,45.3,45.3,45.3,0,45850
2022-06-10 10:47:00+05:30,45.3,45.3,45.3,45.3,0,45850
2022-06-10 10:48:00+05:30,45.3,45.3,45.3,45.3,0,45850
2022-06-10 10:49:00+05:30,45.3,45.3,45.3,45.3,0,45850
2022-06-10 10:50:00+05:30,45.3,45.3,44.5,44.5,100,45900
2022-06-10 10:51:00+05:30,44.5,44.5,44.5,44.5,0,45900
2022-06-10 10:52:00+05:30,44.5,44.5,44.5,44.5,0,45900
2022-06-10 10:53:00+05:30,44.5,44.5,44.5,44.5,0,45900
2022-06-10 10:54:00+05:30,44.5,44.5,44.5,44.5,0,45900
2022-06-10 10:55:00+05:30,44.5,44.5,44.5,44.5,0,45900
2022-06-10 10:56:00+05:30,44.5,45.55,44.5,45.55,350,46200
2022-06-10 10:57:00+05:30,45.55,45.75,45.55,45.75,50,46200
2022-06-10 10:58:00+05:30,45.75,45.75,45.75,45.75,0,46200
2022-06-10 10:59:00+05:30,45.75,45.75,45.75,45.75,0,46200
2022-06-10 11:00:00+05:30,45.75,45.75,45.75,45.75,0,46200
2022-06-10 11:01:00+05:30,45.75,45.75,45.75,45.75,0,46200
2022-06-10 11:02:00+05:30,45.75,46.4,45.75,46.3,150,46250
2022-06-10 11:03:00+05:30,46.3,46.3,46.3,46.3,0,46250
2022-06-10 11:04:00+05:30,46.3,46.3,46.3,46.3,0,46250
2022-06-10 11:05:00+05:30,46.3,46.3,46.3,46.3,0,46250
2022-06-10 11:06:00+05:30,46.3,46.3,46.3,46.3,0,46250
2022-06-10 11:07:00+05:30,46.3,46.3,46.3,46.3,0,46250
2022-06-10 11:08:00+05:30,46.3,46.3,46.3,46.3,0,46250
2022-06-10 11:09:00+05:30,46.3,46.3,46.3,46.3,0,46250
2022-06-10 11:10:00+05:30,46.3,46.3,46.3,46.3,0,46250
2022-06-10 11:11:00+05:30,46.3,46.3,45.0,45.0,350,46350
2022-06-10 11:12:00+05:30,45.0,45.0,45.0,45.0,0,46350
2022-06-10 11:13:00+05:30,45.0,45.0,45.0,45.0,0,46350
2022-06-10 11:14:00+05:30,45.0,45.0,45.0,45.0,0,46350
2022-06-10 11:15:00+05:30,45.0,45.0,45.0,45.0,0,46350
2022-06-10 11:16:00+05:30,45.0,45.0,45.0,45.0,0,46350
2022-06-10 11:17:00+05:30,45.0,46.4,45.0,46.4,50,46550
2022-06-10 11:18:00+05:30,46.4,46.4,46.4,46.4,0,46550
2022-06-10 11:19:00+05:30,46.4,46.4,46.4,46.4,0,46550
2022-06-10 11:20:00+05:30,46.4,46.4,46.4,46.4,0,46550
2022-06-10 11:21:00+05:30,46.4,46.4,46.4,46.4,0,46550
2022-06-10 11:22:00+05:30,46.4,46.4,46.4,46.4,0,46550
2022-06-10 11:23:00+05:30,46.4,47.0,46.4,47.0,350,46550
2022-06-10 11:24:00+05:30,47.0,47.0,47.0,47.0,0,46550
2022-06-10 11:25:00+05:30,47.0,47.0,47.0,47.0,0,46550
2022-06-10 11:26:00+05:30,47.0,47.0,46.6,46.6,150,46300
2022-06-10 11:27:00+05:30,46.6,46.6,46.3,46.3,100,46100
2022-06-10 11:28:00+05:30,46.3,46.3,46.3,46.3,0,46100
2022-06-10 11:29:00+05:30,46.3,47.45,46.3,47.45,150,46200
2022-06-10 11:30:00+05:30,47.45,48.5,47.45,48.5,250,46200
2022-06-10 11:31:00+05:30,48.5,49.1,48.5,49.1,250,46200
2022-06-10 11:32:00+05:30,49.1,49.1,49.1,49.1,0,46200
2022-06-10 11:33:00+05:30,49.1,50.65,49.1,50.4,350,46250
2022-06-10 11:34:00+05:30,50.4,50.7,50.4,50.7,350,46250
2022-06-10 11:35:00+05:30,50.7,50.7,49.9,49.95,300,46250
2022-06-10 11:36:00+05:30,49.95,49.95,49.95,49.95,0,46250
2022-06-10 11:37:00+05:30,49.95,49.95,49.05,49.05,300,46400
2022-06-10 11:38:00+05:30,49.05,49.05,49.05,49.05,0,46400
2022-06-10 11:39:00+05:30,49.05,49.45,49.05,49.45,50,46300
2022-06-10 11:40:00+05:30,49.45,49.45,49.45,49.45,0,46300
2022-06-10 11:41:00+05:30,49.45,49.45,49.45,49.45,0,46300
2022-06-10 11:42:00+05:30,49.45,49.45,49.15,49.15,150,46300
2022-06-10 11:43:00+05:30,49.15,49.15,49.15,49.15,0,46300
2022-06-10 11:44:00+05:30,49.15,49.4,49.15,49.4,50,46300
2022-06-10 11:45:00+05:30,49.4,49.4,49.4,49.4,0,46300
2022-06-10 11:46:00+05:30,49.4,49.4,49.4,49.4,0,46300
2022-06-10 11:47:00+05:30,49.4,49.4,49.4,49.4,0,46300
2022-06-10 11:48:00+05:30,49.4,49.4,49.4,49.4,0,46300
2022-06-10 11:49:00+05:30,49.4,49.4,49.4,49.4,0,46300
2022-06-10 11:50:00+05:30,49.4,50.0,49.4,50.0,50,46450
2022-06-10 11:51:00+05:30,50.0,50.0,50.0,50.0,0,46450
2022-06-10 11:52:00+05:30,50.0,51.7,50.0,51.7,0,46350
2022-06-10 11:53:00+05:30,51.7,51.7,51.7,51.7,400,46350
2022-06-10 11:54:00+05:30,51.7,51.7,51.7,51.7,0,46350
2022-06-10 11:55:00+05:30,51.7,51.7,51.7,51.7,0,46350
2022-06-10 11:56:00+05:30,51.7,51.7,51.7,51.7,0,46350
2022-06-10 11:57:00+05:30,51.7,51.7,51.7,51.7,0,46350
2022-06-10 11:58:00+05:30,51.7,51.7,51.7,51.7,0,46350
2022-06-10 11:59:00+05:30,51.7,51.7,51.7,51.7,0,46350
2022-06-10 12:00:00+05:30,51.7,51.7,49.2,49.2,200,46300
2022-06-10 12:01:00+05:30,49.2,49.2,49.2,49.2,0,46300
2022-06-10 12:02:00+05:30,49.2,49.2,49.2,49.2,0,46300
2022-06-10 12:03:00+05:30,49.2,49.2,48.8,48.8,50,46500
2022-06-10 12:04:00+05:30,48.8,48.8,48.8,48.8,0,46500
2022-06-10 12:05:00+05:30,48.8,48.8,48.8,48.8,0,46500
2022-06-10 12:06:00+05:30,48.8,48.8,48.3,48.3,400,46400
2022-06-10 12:07:00+05:30,48.3,48.3,48.3,48.3,0,46400
2022-06-10 12:08:00+05:30,48.3,48.3,48.3,48.3,0,46400
2022-06-10 12:09:00+05:30,48.3,48.3,48.3,48.3,0,46400
2022-06-10 12:10:00+05:30,48.3,48.3,48.3,48.3,0,46400
2022-06-10 12:11:00+05:30,48.3,48.3,48.3,48.3,0,46400
2022-06-10 12:12:00+05:30,48.3,48.3,48.3,48.3,0,46400
2022-06-10 12:13:00+05:30,48.3,48.3,48.3,48.3,0,46400
2022-06-10 12:14:00+05:30,48.3,48.3,48.3,48.3,0,46400
2022-06-10 12:15:00+05:30,48.3,48.3,48.3,48.3,0,46400
2022-06-10 12:16:00+05:30,48.3,48.3,48.3,48.3,0,46400
2022-06-10 12:17:00+05:30,48.3,48.3,48.3,48.3,0,46400
2022-06-10 12:18:00+05:30,48.3,48.3,48.3,48.3,0,46400
2022-06-10 12:19:00+05:30,48.3,48.3,48.3,48.3,0,46400
2022-06-10 12:20:00+05:30,48.3,48.3,48.3,48.3,0,46400
2022-06-10 12:21:00+05:30,48.3,48.3,48.3,48.3,0,46400
2022-06-10 12:22:00+05:30,48.3,48.3,48.3,48.3,0,46400
2022-06-10 12:23:00+05:30,48.3,48.3,48.3,48.3,0,46400
2022-06-10 12:24:00+05:30,48.3,48.3,48.3,48.3,0,46400
2022-06-10 12:25:00+05:30,48.3,48.3,48.3,48.3,0,46400
2022-06-10 12:26:00+05:30,48.3,48.3,48.3,48.3,0,46400
2022-06-10 12:27:00+05:30,48.3,48.3,48.3,48.3,0,46400
2022-06-10 12:28:00+05:30,48.3,49.7,48.3,49.7,400,46400
2022-06-10 12:29:00+05:30,49.7,49.7,49.6,49.6,50,46400
2022-06-10 12:30:00+05:30,49.6,49.6,49.6,49.6,0,46400
2022-06-10 12:31:00+05:30,49.6,49.6,49.6,49.6,0,46400
2022-06-10 12:32:00+05:30,49.6,49.6,49.6,49.6,0,46400
2022-06-10 12:33:00+05:30,49.6,49.6,48.9,48.9,100,46400
2022-06-10 12:34:00+05:30,48.9,49.55,48.9,49.55,650,46400
2022-06-10 12:35:00+05:30,49.55,49.55,49.55,49.55,0,46400
