,date,open,high,low,close,volume,oi
0,2022-04-01 09:15:00+05:30,455.55,455.55,447.0,452.0,500,2800
1,2022-04-01 09:16:00+05:30,452.0,460.45,452.0,460.45,50,2800
2,2022-04-01 09:17:00+05:30,460.45,460.45,460.45,460.45,0,2800
3,2022-04-01 09:18:00+05:30,460.45,460.45,460.45,460.45,0,2800
4,2022-04-01 09:19:00+05:30,460.45,460.45,440.05,440.05,50,3300
5,2022-04-01 09:20:00+05:30,440.05,442.6,440.05,442.6,50,3300
6,2022-04-01 09:21:00+05:30,442.6,442.6,432.2,432.2,50,3300
7,2022-04-01 09:22:00+05:30,432.2,432.2,432.2,432.2,0,3300
8,2022-04-01 09:23:00+05:30,432.2,432.2,432.2,432.2,0,3300
9,2022-04-01 09:24:00+05:30,432.2,432.2,432.2,432.2,0,3300
10,2022-04-01 09:25:00+05:30,432.2,432.85,432.2,432.85,50,3300
11,2022-04-01 09:26:00+05:30,432.85,432.85,432.85,432.85,0,3300
12,2022-04-01 09:27:00+05:30,432.85,432.85,432.85,432.85,0,3300
13,2022-04-01 09:28:00+05:30,432.85,442.0,432.85,442.0,50,3250
14,2022-04-01 09:29:00+05:30,442.0,442.0,442.0,442.0,0,3250
15,2022-04-01 09:30:00+05:30,442.0,442.0,442.0,442.0,0,3250
16,2022-04-01 09:31:00+05:30,442.0,442.0,433.0,433.0,50,3300
17,2022-04-01 09:32:00+05:30,433.0,433.0,427.35,427.35,50,3350
18,2022-04-01 09:33:00+05:30,427.35,427.35,427.35,427.35,0,3350
19,2022-04-01 09:34:00+05:30,427.35,427.35,426.55,426.55,50,3350
20,2022-04-01 09:35:00+05:30,426.55,426.55,422.6,422.6,250,3400
21,2022-04-01 09:36:00+05:30,422.6,422.6,422.6,422.6,0,3400
22,2022-04-01 09:37:00+05:30,422.6,422.6,422.6,422.6,0,3400
23,2022-04-01 09:38:00+05:30,422.6,422.6,422.6,422.6,0,3400
24,2022-04-01 09:39:00+05:30,422.6,422.6,422.6,422.6,0,3400
25,2022-04-01 09:40:00+05:30,422.6,422.6,422.6,422.6,0,3400
26,2022-04-01 09:41:00+05:30,422.6,430.7,422.6,430.7,50,3400
27,2022-04-01 09:42:00+05:30,430.7,430.7,430.7,430.7,0,3400
28,2022-04-01 09:43:00+05:30,430.7,430.7,430.7,430.7,0,3400
29,2022-04-01 09:44:00+05:30,430.7,430.7,430.7,430.7,0,3400
30,2022-04-01 09:45:00+05:30,430.7,430.7,430.7,430.7,0,3400
31,2022-04-01 09:46:00+05:30,430.7,430.7,430.7,430.7,0,3400
32,2022-04-01 09:47:00+05:30,430.7,430.7,430.7,430.7,0,3400
33,2022-04-01 09:48:00+05:30,430.7,430.7,430.7,430.7,0,3400
34,2022-04-01 09:49:00+05:30,430.7,430.7,430.7,430.7,0,3400
35,2022-04-01 09:50:00+05:30,430.7,430.7,412.6,412.6,50,3350
36,2022-04-01 09:51:00+05:30,412.6,412.6,412.6,412.6,0,3350
37,2022-04-01 09:52:00+05:30,412.6,414.0,412.6,414.0,50,3350
38,2022-04-01 09:53:00+05:30,414.0,414.0,414.0,414.0,0,3350
39,2022-04-01 09:54:00+05:30,414.0,414.0,409.95,409.95,100,3400
40,2022-04-01 09:55:00+05:30,409.95,409.95,409.95,409.95,0,3400
41,2022-04-01 09:56:00+05:30,409.95,409.95,409.95,409.95,0,3400
42,2022-04-01 09:57:00+05:30,409.95,409.95,400.2,400.2,100,3450
43,2022-04-01 09:58:00+05:30,400.2,400.2,400.2,400.2,0,3450
44,2022-04-01 09:59:00+05:30,400.2,400.2,400.2,400.2,0,3450
45,2022-04-01 10:00:00+05:30,400.2,400.2,400.2,400.2,0,3450
46,2022-04-01 10:01:00+05:30,400.2,400.2,394.05,394.05,50,3350
47,2022-04-01 10:02:00+05:30,394.05,395.05,394.05,395.05,100,3300
48,2022-04-01 10:03:00+05:30,395.05,395.05,395.05,395.05,0,3300
49,2022-04-01 10:04:00+05:30,395.05,395.05,395.05,395.05,0,3300
50,2022-04-01 10:05:00+05:30,395.05,395.05,395.05,395.05,0,3300
51,2022-04-01 10:06:00+05:30,395.05,395.05,395.05,395.05,0,3300
52,2022-04-01 10:07:00+05:30,395.05,395.05,395.05,395.05,0,3300
53,2022-04-01 10:08:00+05:30,395.05,396.3,395.05,396.3,500,3350
54,2022-04-01 10:09:00+05:30,396.3,396.3,396.3,396.3,0,3350
55,2022-04-01 10:10:00+05:30,396.3,396.3,388.7,388.7,50,3750
56,2022-04-01 10:11:00+05:30,388.7,388.7,388.7,388.7,0,3750
57,2022-04-01 10:12:00+05:30,388.7,388.7,388.7,388.7,0,3750
58,2022-04-01 10:13:00+05:30,388.7,388.7,388.7,388.7,0,3750
59,2022-04-01 10:14:00+05:30,388.7,396.8,388.7,396.8,200,3750
60,2022-04-01 10:15:00+05:30,396.8,396.8,396.8,396.8,0,3750
61,2022-04-01 10:16:00+05:30,396.8,397.0,396.8,397.0,200,3750
62,2022-04-01 10:17:00+05:30,397.0,397.0,397.0,397.0,0,3750
63,2022-04-01 10:18:00+05:30,397.0,397.0,397.0,397.0,100,4000
64,2022-04-01 10:19:00+05:30,397.0,397.0,397.0,397.0,50,4000
65,2022-04-01 10:20:00+05:30,397.0,397.0,390.6,390.6,50,4050
66,2022-04-01 10:21:00+05:30,390.6,390.6,390.6,390.6,0,4050
67,2022-04-01 10:22:00+05:30,390.6,390.6,390.6,390.6,0,4050
68,2022-04-01 10:23:00+05:30,390.6,390.6,389.0,389.0,50,3950
69,2022-04-01 10:24:00+05:30,389.0,389.0,389.0,389.0,50,3950
70,2022-04-01 10:25:00+05:30,389.0,389.0,389.0,389.0,0,3950
71,2022-04-01 10:26:00+05:30,389.0,389.0,389.0,389.0,0,3950
72,2022-04-01 10:27:00+05:30,389.0,389.0,389.0,389.0,0,3950
73,2022-04-01 10:28:00+05:30,389.0,389.0,389.0,389.0,0,3950
74,2022-04-01 10:29:00+05:30,389.0,389.0,389.0,389.0,0,3950
75,2022-04-01 10:30:00+05:30,389.0,389.0,389.0,389.0,0,3950
76,2022-04-01 10:31:00+05:30,389.0,389.0,389.0,389.0,0,3950
77,2022-04-01 10:32:00+05:30,389.0,390.3,389.0,390.3,50,4000
78,2022-04-01 10:33:00+05:30,390.3,390.3,390.3,390.3,0,4000
79,2022-04-01 10:34:00+05:30,390.3,390.3,389.6,390.25,100,4000
80,2022-04-01 10:35:00+05:30,390.25,390.25,390.25,390.25,0,4000
81,2022-04-01 10:36:00+05:30,390.25,390.25,390.25,390.25,0,4000
82,2022-04-01 10:37:00+05:30,390.25,390.25,390.25,390.25,0,4000
83,2022-04-01 10:38:00+05:30,390.25,390.25,390.25,390.25,0,4000
84,2022-04-01 10:39:00+05:30,390.25,390.25,390.25,390.25,0,4000
85,2022-04-01 10:40:00+05:30,390.25,390.25,390.25,390.25,0,4000
86,2022-04-01 10:41:00+05:30,390.25,390.25,389.55,389.55,50,4150
87,2022-04-01 10:42:00+05:30,389.55,389.55,389.55,389.55,0,4150
88,2022-04-01 10:43:00+05:30,389.55,389.55,389.55,389.55,0,4150
89,2022-04-01 10:44:00+05:30,389.55,392.0,389.55,392.0,50,4200
90,2022-04-01 10:45:00+05:30,392.0,392.0,392.0,392.0,0,4200
91,2022-04-01 10:46:00+05:30,392.0,392.0,392.0,392.0,0,4200
92,2022-04-01 10:47:00+05:30,392.0,392.0,392.0,392.0,0,4200
93,2022-04-01 10:48:00+05:30,392.0,392.0,392.0,392.0,0,4200
94,2022-04-01 10:49:00+05:30,392.0,392.0,392.0,392.0,0,4200
95,2022-04-01 10:50:00+05:30,392.0,392.0,392.0,392.0,0,4200
96,2022-04-01 10:51:00+05:30,392.0,392.0,392.0,392.0,0,4200
97,2022-04-01 10:52:00+05:30,392.0,392.0,392.0,392.0,0,4200
98,2022-04-01 10:53:00+05:30,392.0,392.0,392.0,392.0,0,4200
99,2022-04-01 10:54:00+05:30,392.0,392.0,392.0,392.0,0,4200
100,2022-04-01 10:55:00+05:30,392.0,392.0,392.0,392.0,0,4200
101,2022-04-01 10:56:00+05:30,392.0,392.0,392.0,392.0,0,4200
102,2022-04-01 10:57:00+05:30,392.0,392.0,392.0,392.0,0,4200
103,2022-04-01 10:58:00+05:30,392.0,392.0,392.0,392.0,0,4200
104,2022-04-01 10:59:00+05:30,392.0,392.0,392.0,392.0,0,4200
105,2022-04-01 11:00:00+05:30,392.0,392.0,392.0,392.0,0,4200
106,2022-04-01 11:01:00+05:30,392.0,392.0,392.0,392.0,0,4200
107,2022-04-01 11:02:00+05:30,392.0,392.0,392.0,392.0,0,4200
108,2022-04-01 11:03:00+05:30,392.0,392.0,392.0,392.0,0,4200
109,2022-04-01 11:04:00+05:30,392.0,394.15,392.0,394.15,50,4200
110,2022-04-01 11:05:00+05:30,394.15,394.15,394.15,394.15,0,4200
111,2022-04-01 11:06:00+05:30,394.15,394.15,394.15,394.15,0,4200
112,2022-04-01 11:07:00+05:30,394.15,394.15,394.15,394.15,0,4200
113,2022-04-01 11:08:00+05:30,394.15,394.15,385.7,385.7,50,4200
114,2022-04-01 11:09:00+05:30,385.7,385.7,380.15,380.15,100,4200
115,2022-04-01 11:10:00+05:30,380.15,380.15,380.15,380.15,0,4200
116,2022-04-01 11:11:00+05:30,380.15,380.15,380.15,380.15,0,4200
117,2022-04-01 11:12:00+05:30,380.15,380.15,380.15,380.15,0,4200
118,2022-04-01 11:13:00+05:30,380.15,380.15,380.15,380.15,0,4200
119,2022-04-01 11:14:00+05:30,380.15,380.15,380.15,380.15,0,4200
120,2022-04-01 11:15:00+05:30,380.15,380.15,380.15,380.15,0,4200
121,2022-04-01 11:16:00+05:30,380.15,380.15,380.15,380.15,0,4200
122,2022-04-01 11:17:00+05:30,380.15,380.15,380.15,380.15,0,4200
123,2022-04-01 11:18:00+05:30,380.15,380.15,380.15,380.15,0,4200
124,2022-04-01 11:19:00+05:30,380.15,386.2,380.15,386.2,0,4300
125,2022-04-01 11:20:00+05:30,386.2,386.2,386.2,386.2,50,4300
126,2022-04-01 11:21:00+05:30,386.2,386.2,386.2,386.2,0,4300
127,2022-04-01 11:22:00+05:30,386.2,386.2,386.2,386.2,0,4300
128,2022-04-01 11:23:00+05:30,386.2,386.2,386.2,386.2,0,4300
129,2022-04-01 11:24:00+05:30,386.2,386.2,386.2,386.2,0,4300
130,2022-04-01 11:25:00+05:30,386.2,386.2,386.2,386.2,0,4300
131,2022-04-01 11:26:00+05:30,386.2,386.2,386.2,386.2,0,4300
132,2022-04-01 11:27:00+05:30,386.2,390.25,386.2,390.25,50,4350
133,2022-04-01 11:28:00+05:30,390.25,390.25,390.25,390.25,0,4350
134,2022-04-01 11:29:00+05:30,390.25,390.25,390.25,390.25,50,4300
135,2022-04-01 11:30:00+05:30,390.25,390.25,390.25,390.25,0,4300
136,2022-04-01 11:31:00+05:30,390.25,390.25,390.25,390.25,0,4300
137,2022-04-01 11:32:00+05:30,390.25,390.25,390.25,390.25,0,4300
138,2022-04-01 11:33:00+05:30,390.25,390.25,390.25,390.25,0,4300
139,2022-04-01 11:34:00+05:30,390.25,390.25,390.25,390.25,0,4300
140,2022-04-01 11:35:00+05:30,390.25,390.25,390.25,390.25,0,4300
141,2022-04-01 11:36:00+05:30,390.25,390.25,390.25,390.25,0,4300
142,2022-04-01 11:37:00+05:30,390.25,390.25,390.25,390.25,0,4300
143,2022-04-01 11:38:00+05:30,390.25,390.25,390.25,390.25,0,4300
144,2022-04-01 11:39:00+05:30,390.25,390.25,390.25,390.25,0,4300
145,2022-04-01 11:40:00+05:30,390.25,390.25,390.25,390.25,0,4300
146,2022-04-01 11:41:00+05:30,390.25,390.25,390.25,390.25,0,4300
147,2022-04-01 11:42:00+05:30,390.25,390.25,390.25,390.25,0,4300
148,2022-04-01 11:43:00+05:30,390.25,390.25,390.25,390.25,0,4300
149,2022-04-01 11:44:00+05:30,390.25,390.25,390.25,390.25,0,4300
150,2022-04-01 11:45:00+05:30,387.2,387.2,387.2,387.2,50,4300
151,2022-04-01 11:46:00+05:30,387.2,387.2,387.2,387.2,0,4300
152,2022-04-01 11:47:00+05:30,387.2,387.2,387.2,387.2,0,4300
153,2022-04-01 11:48:00+05:30,387.2,387.2,387.2,387.2,0,4300
154,2022-04-01 11:49:00+05:30,387.2,387.2,387.2,387.2,0,4300
155,2022-04-01 11:50:00+05:30,387.2,387.2,385.5,385.5,50,4300
156,2022-04-01 11:51:00+05:30,385.5,385.5,385.5,385.5,0,4300
157,2022-04-01 11:52:00+05:30,385.5,385.5,385.5,385.5,0,4300
158,2022-04-01 11:53:00+05:30,385.5,385.5,385.5,385.5,0,4300
159,2022-04-01 11:54:00+05:30,385.5,385.5,385.5,385.5,0,4300
160,2022-04-01 11:55:00+05:30,385.5,385.5,385.5,385.5,0,4300
161,2022-04-01 11:56:00+05:30,385.5,385.5,385.5,385.5,0,4300
162,2022-04-01 11:57:00+05:30,385.5,385.5,385.5,385.5,0,4300
163,2022-04-01 11:58:00+05:30,385.5,385.5,385.5,385.5,0,4300
164,2022-04-01 11:59:00+05:30,385.5,385.5,385.5,385.5,0,4300
165,2022-04-01 12:00:00+05:30,385.5,385.5,385.5,385.5,0,4300
166,2022-04-01 12:01:00+05:30,385.5,385.5,385.5,385.5,0,4300
167,2022-04-01 12:02:00+05:30,385.5,385.5,385.5,385.5,0,4300
168,2022-04-01 12:03:00+05:30,385.5,386.25,385.5,386.25,50,4350
169,2022-04-01 12:04:00+05:30,386.25,386.25,386.25,386.25,0,4350
170,2022-04-01 12:05:00+05:30,386.25,386.25,386.25,386.25,0,4350
171,2022-04-01 12:06:00+05:30,386.25,386.25,386.25,386.25,0,4350
172,2022-04-01 12:07:00+05:30,386.25,386.25,386.25,386.25,0,4350
173,2022-04-01 12:08:00+05:30,386.25,386.25,386.25,386.25,0,4350
174,2022-04-01 12:09:00+05:30,386.25,386.25,386.25,386.25,0,4350
175,2022-04-01 12:10:00+05:30,386.25,386.25,386.25,386.25,0,4350
176,2022-04-01 12:11:00+05:30,386.25,386.25,386.25,386.25,0,4350
177,2022-04-01 12:12:00+05:30,386.25,386.25,386.25,386.25,0,4350
178,2022-04-01 12:13:00+05:30,386.25,386.25,386.25,386.25,0,4350
179,2022-04-01 12:14:00+05:30,386.25,386.25,386.25,386.25,0,4350
180,2022-04-01 12:15:00+05:30,386.25,386.25,386.25,386.25,0,4350
181,2022-04-01 12:16:00+05:30,386.25,386.25,386.25,386.25,0,4350
182,2022-04-01 12:17:00+05:30,386.25,391.8,386.25,391.8,450,4400
183,2022-04-01 12:18:00+05:30,391.8,391.8,391.8,391.8,0,4400
184,2022-04-01 12:19:00+05:30,391.8,391.8,391.8,391.8,0,4400
185,2022-04-01 12:20:00+05:30,391.8,391.8,391.8,391.8,0,4400
186,2022-04-01 12:21:00+05:30,391.8,391.8,391.8,391.8,0,4400
