,date,open,high,low,close,volume,oi
0,2022-04-29 09:15:00+05:30,22.4,22.4,22.15,22.15,0,273600
1,2022-04-29 09:16:00+05:30,23.35,24.2,22.75,24.0,10400,273600
2,2022-04-29 09:17:00+05:30,24.0,24.0,22.9,23.5,46400,290400
3,2022-04-29 09:18:00+05:30,23.5,23.65,23.3,23.45,6400,290400
4,2022-04-29 09:19:00+05:30,23.45,23.5,23.3,23.4,5600,290400
5,2022-04-29 09:20:00+05:30,23.4,23.5,23.1,23.1,8800,299200
6,2022-04-29 09:21:00+05:30,22.7,23.25,22.7,23.1,12800,299200
7,2022-04-29 09:22:00+05:30,23.1,23.35,23.1,23.1,4000,299200
8,2022-04-29 09:23:00+05:30,23.1,23.4,23.1,23.4,5600,300000
9,2022-04-29 09:24:00+05:30,23.45,23.7,23.3,23.7,12000,300000
10,2022-04-29 09:25:00+05:30,23.7,23.7,23.65,23.65,800,300000
11,2022-04-29 09:26:00+05:30,23.65,23.75,23.45,23.65,1600,308800
12,2022-04-29 09:27:00+05:30,23.6,23.6,23.3,23.5,22400,308800
13,2022-04-29 09:28:00+05:30,23.65,23.65,23.35,23.6,8800,308800
14,2022-04-29 09:29:00+05:30,23.6,24.2,23.6,24.05,34400,314400
15,2022-04-29 09:30:00+05:30,24.05,24.45,24.05,24.45,9600,314400
16,2022-04-29 09:31:00+05:30,24.45,24.7,24.45,24.7,800,314400
17,2022-04-29 09:32:00+05:30,24.25,24.6,24.25,24.55,13600,335200
18,2022-04-29 09:33:00+05:30,24.55,24.9,24.4,24.9,17600,335200
19,2022-04-29 09:34:00+05:30,24.9,24.95,24.9,24.95,2400,335200
20,2022-04-29 09:35:00+05:30,25.35,25.7,25.35,25.35,5600,334400
21,2022-04-29 09:36:00+05:30,25.35,26.15,25.35,25.75,15200,334400
22,2022-04-29 09:37:00+05:30,25.85,25.85,25.4,25.45,15200,334400
23,2022-04-29 09:38:00+05:30,25.45,25.45,24.8,24.8,1600,334400
24,2022-04-29 09:39:00+05:30,24.8,25.7,24.8,25.4,4000,329600
25,2022-04-29 09:40:00+05:30,25.4,25.4,25.0,25.0,2400,329600
26,2022-04-29 09:41:00+05:30,25.0,25.0,25.0,25.0,0,329600
27,2022-04-29 09:42:00+05:30,25.0,25.25,25.0,25.25,2400,326400
28,2022-04-29 09:43:00+05:30,25.25,25.25,25.25,25.25,0,326400
29,2022-04-29 09:44:00+05:30,25.25,25.35,25.0,25.35,9600,325600
30,2022-04-29 09:45:00+05:30,25.35,26.7,25.35,26.7,7200,325600
31,2022-04-29 09:46:00+05:30,26.7,27.1,26.55,27.1,1600,325600
32,2022-04-29 09:47:00+05:30,27.1,27.45,27.1,27.45,3200,326400
33,2022-04-29 09:48:00+05:30,27.45,28.2,27.45,27.8,13600,326400
34,2022-04-29 09:49:00+05:30,27.8,27.8,27.65,27.7,2400,326400
35,2022-04-29 09:50:00+05:30,27.7,27.7,27.7,27.7,0,326400
36,2022-04-29 09:51:00+05:30,27.7,27.7,27.5,27.5,1600,326400
37,2022-04-29 09:52:00+05:30,27.5,27.5,26.6,26.6,1600,326400
38,2022-04-29 09:53:00+05:30,26.6,26.85,26.6,26.85,800,328000
39,2022-04-29 09:54:00+05:30,26.85,27.15,26.85,27.15,4800,328000
40,2022-04-29 09:55:00+05:30,27.15,27.4,27.15,27.4,2400,328000
41,2022-04-29 09:56:00+05:30,27.45,27.95,27.45,27.95,6400,330400
